编号,全拼_raw,全拼_hex,简拼_raw,简拼_hex,干音_raw,干音_hex,映射编号
167,􀀂􀀫􀀪􀀩,U+100002 U+10002B U+10002A U+100029,􀀂􀀫􀀪􀀩,U+100002 U+10002B U+10002A U+100029,􀀂,U+100002,706
168,􀀂􀀫􀀪􀀻,U+100002 U+10002B U+10002A U+10003B,􀀂􀀫􀀪􀀻,U+100002 U+10002B U+10002A U+10003B,􀀂,U+100002,716
169,􀀂􀀫􀀪􀀾,U+100002 U+10002B U+10002A U+10003E,􀀂􀀫􀀪􀀾,U+100002 U+10002B U+10002A U+10003E,􀀂,U+100002,726
170,􀀂􀀫􀀫􀀫,U+100002 U+10002B U+10002B U+10002B,􀀂􀀫,U+100002 U+10002B,􀀂,U+100002,708
171,􀀂􀀫􀀫􀀽,U+100002 U+10002B U+10002B U+10003D,􀀂􀀫􀀽,U+100002 U+10002B U+10003D,􀀂,U+100002,718
172,􀀂􀀫􀀫􀁀,U+100002 U+10002B U+10002B U+100040,􀀂􀀫􀁀,U+100002 U+10002B U+100040,􀀂,U+100002,728
173,􀀂􀀬􀀬􀀣,U+100002 U+10002C U+10002C U+100023,􀀂􀀬􀀣,U+100002 U+10002C U+100023,􀀂,U+100002,768
174,􀀂􀀬􀀬􀀾,U+100002 U+10002C U+10002C U+10003E,􀀂􀀬􀀾,U+100002 U+10002C U+10003E,􀀂,U+100002,754
175,􀀂􀀬􀀭􀁀,U+100002 U+10002C U+10002D U+100040,􀀂􀀬􀀭􀁀,U+100002 U+10002C U+10002D U+100040,􀀂,U+100002,760
176,􀀂􀀭􀀭􀀿,U+100002 U+10002D U+10002D U+10003F,􀀂􀀭􀀿,U+100002 U+10002D U+10003F,􀀂,U+100002,762
177,􀀂􀀮􀀭􀀣,U+100002 U+10002E U+10002D U+100023,􀀂􀀮􀀭􀀣,U+100002 U+10002E U+10002D U+100023,􀀂,U+100002,770
178,􀀂􀀮􀀭􀀬,U+100002 U+10002E U+10002D U+10002C,􀀂􀀮􀀭􀀬,U+100002 U+10002E U+10002D U+10002C,􀀂,U+100002,766
179,􀀂􀀮􀀭􀀾,U+100002 U+10002E U+10002D U+10003E,􀀂􀀮􀀭􀀾,U+100002 U+10002E U+10002D U+10003E,􀀂,U+100002,756
180,􀀂􀀮􀀮􀀥,U+100002 U+10002E U+10002E U+100025,􀀂􀀮􀀥,U+100002 U+10002E U+100025,􀀂,U+100002,772
181,􀀂􀀮􀀮􀁀,U+100002 U+10002E U+10002E U+100040,􀀂􀀮􀁀,U+100002 U+10002E U+100040,􀀂,U+100002,758
182,􀀂􀀯􀀯􀀠,U+100002 U+10002F U+10002F U+100020,􀀂􀀯􀀠,U+100002 U+10002F U+100020,􀀂,U+100002,734
183,􀀂􀀯􀀯􀀻,U+100002 U+10002F U+10002F U+10003B,􀀂􀀯􀀻,U+100002 U+10002F U+10003B,􀀂,U+100002,744
184,􀀂􀀯􀀰􀀢,U+100002 U+10002F U+100030 U+100022,􀀂􀀯􀀰􀀢,U+100002 U+10002F U+100030 U+100022,􀀂,U+100002,740
185,􀀂􀀯􀀰􀀽,U+100002 U+10002F U+100030 U+10003D,􀀂􀀯􀀰􀀽,U+100002 U+10002F U+100030 U+10003D,􀀂,U+100002,750
186,􀀂􀀰􀀰􀀡,U+100002 U+100030 U+100030 U+100021,􀀂􀀰􀀡,U+100002 U+100030 U+100021,􀀂,U+100002,742
187,􀀂􀀰􀀰􀀼,U+100002 U+100030 U+100030 U+10003C,􀀂􀀰􀀼,U+100002 U+100030 U+10003C,􀀂,U+100002,752
188,􀀂􀀱􀀰􀀠,U+100002 U+100031 U+100030 U+100020,􀀂􀀱􀀰􀀠,U+100002 U+100031 U+100030 U+100020,􀀂,U+100002,736
189,􀀂􀀱􀀰􀀻,U+100002 U+100031 U+100030 U+10003B,􀀂􀀱􀀰􀀻,U+100002 U+100031 U+100030 U+10003B,􀀂,U+100002,746
190,􀀂􀀱􀀱􀀢,U+100002 U+100031 U+100031 U+100022,􀀂􀀱􀀢,U+100002 U+100031 U+100022,􀀂,U+100002,738
191,􀀂􀀱􀀱􀀽,U+100002 U+100031 U+100031 U+10003D,􀀂􀀱􀀽,U+100002 U+100031 U+10003D,􀀂,U+100002,748
192,􀀃􀀠􀀠􀀠,U+100003 U+100020 U+100020 U+100020,􀀃􀀠,U+100003 U+100020,􀀃,U+100003,1744
193,􀀃􀀠􀀡􀀢,U+100003 U+100020 U+100021 U+100022,􀀃􀀠􀀡􀀢,U+100003 U+100020 U+100021 U+100022,􀀃,U+100003,1750
194,􀀃􀀠􀀩􀀣,U+100003 U+100020 U+100029 U+100023,􀀃􀀠􀀩􀀣,U+100003 U+100020 U+100029 U+100023,􀀃,U+100003,1762
195,􀀃􀀠􀀪􀀥,U+100003 U+100020 U+10002A U+100025,􀀃􀀠􀀪􀀥,U+100003 U+100020 U+10002A U+100025,􀀃,U+100003,1768
196,􀀃􀀠􀀪􀀽,U+100003 U+100020 U+10002A U+10003D,􀀃􀀠􀀪􀀽,U+100003 U+100020 U+10002A U+10003D,􀀃,U+100003,1758
197,􀀃􀀠􀀭􀀥,U+100003 U+100020 U+10002D U+100025,􀀃􀀠􀀭􀀥,U+100003 U+100020 U+10002D U+100025,􀀃,U+100003,1794
198,􀀃􀀠􀀭􀁀,U+100003 U+100020 U+10002D U+100040,􀀃􀀠􀀭􀁀,U+100003 U+100020 U+10002D U+100040,􀀃,U+100003,1788
199,􀀃􀀠􀀯􀀯,U+100003 U+100020 U+10002F U+10002F,􀀃􀀠􀀯,U+100003 U+100020 U+10002F,􀀃,U+100003,1770
200,􀀃􀀠􀀰􀀱,U+100003 U+100020 U+100030 U+100031,􀀃􀀠􀀰􀀱,U+100003 U+100020 U+100030 U+100031,􀀃,U+100003,1774
201,􀀃􀀡􀀡􀀡,U+100003 U+100021 U+100021 U+100021,􀀃􀀡,U+100003 U+100021,􀀃,U+100003,1752
202,􀀃􀀡􀀪􀀼,U+100003 U+100021 U+10002A U+10003C,􀀃􀀡􀀪􀀼,U+100003 U+100021 U+10002A U+10003C,􀀃,U+100003,1760
203,􀀃􀀡􀀭􀀿,U+100003 U+100021 U+10002D U+10003F,􀀃􀀡􀀭􀀿,U+100003 U+100021 U+10002D U+10003F,􀀃,U+100003,1790
204,􀀃􀀡􀀰􀀰,U+100003 U+100021 U+100030 U+100030,􀀃􀀡􀀰,U+100003 U+100021 U+100030,􀀃,U+100003,1776
205,􀀃􀀡􀀰􀀼,U+100003 U+100021 U+100030 U+10003C,􀀃􀀡􀀰􀀼,U+100003 U+100021 U+100030 U+10003C,􀀃,U+100003,1782
206,􀀃􀀢􀀡􀀠,U+100003 U+100022 U+100021 U+100020,􀀃􀀢􀀡􀀠,U+100003 U+100022 U+100021 U+100020,􀀃,U+100003,1746
207,􀀃􀀢􀀢􀀢,U+100003 U+100022 U+100022 U+100022,􀀃􀀢,U+100003 U+100022,􀀃,U+100003,1748
208,􀀃􀀢􀀪􀀣,U+100003 U+100022 U+10002A U+100023,􀀃􀀢􀀪􀀣,U+100003 U+100022 U+10002A U+100023,􀀃,U+100003,1764
209,􀀃􀀢􀀪􀀻,U+100003 U+100022 U+10002A U+10003B,􀀃􀀢􀀪􀀻,U+100003 U+100022 U+10002A U+10003B,􀀃,U+100003,1754
210,􀀃􀀢􀀫􀀥,U+100003 U+100022 U+10002B U+100025,􀀃􀀢􀀫􀀥,U+100003 U+100022 U+10002B U+100025,􀀃,U+100003,1766
211,􀀃􀀢􀀫􀀽,U+100003 U+100022 U+10002B U+10003D,􀀃􀀢􀀫􀀽,U+100003 U+100022 U+10002B U+10003D,􀀃,U+100003,1756
212,􀀃􀀢􀀭􀀾,U+100003 U+100022 U+10002D U+10003E,􀀃􀀢􀀭􀀾,U+100003 U+100022 U+10002D U+10003E,􀀃,U+100003,1784
213,􀀃􀀢􀀮􀀥,U+100003 U+100022 U+10002E U+100025,􀀃􀀢􀀮􀀥,U+100003 U+100022 U+10002E U+100025,􀀃,U+100003,1792
214,􀀃􀀢􀀮􀁀,U+100003 U+100022 U+10002E U+100040,􀀃􀀢􀀮􀁀,U+100003 U+100022 U+10002E U+100040,􀀃,U+100003,1786
215,􀀃􀀢􀀰􀀯,U+100003 U+100022 U+100030 U+10002F,􀀃􀀢􀀰􀀯,U+100003 U+100022 U+100030 U+10002F,􀀃,U+100003,1772
216,􀀃􀀢􀀰􀀻,U+100003 U+100022 U+100030 U+10003B,􀀃􀀢􀀰􀀻,U+100003 U+100022 U+100030 U+10003B,􀀃,U+100003,1778
217,􀀃􀀢􀀱􀀽,U+100003 U+100022 U+100031 U+10003D,􀀃􀀢􀀱􀀽,U+100003 U+100022 U+100031 U+10003D,􀀃,U+100003,1780
218,􀀃􀀣􀀤􀀥,U+100003 U+100023 U+100024 U+100025,􀀃􀀣􀀤􀀥,U+100003 U+100023 U+100024 U+100025,􀀃,U+100003,1818
219,􀀃􀀤􀀤􀀤,U+100003 U+100024 U+100024 U+100024,􀀃􀀤,U+100003 U+100024,􀀃,U+100003,1820
220,􀀃􀀥􀀤􀀣,U+100003 U+100025 U+100024 U+100023,􀀃􀀥􀀤􀀣,U+100003 U+100025 U+100024 U+100023,􀀃,U+100003,1814
221,􀀃􀀥􀀥􀀥,U+100003 U+100025 U+100025 U+100025,􀀃􀀥,U+100003 U+100025,􀀃,U+100003,1816
222,􀀃􀀩􀀩􀀣,U+100003 U+100029 U+100029 U+100023,􀀃􀀩􀀣,U+100003 U+100029 U+100023,􀀃,U+100003,1702
223,􀀃􀀩􀀩􀀩,U+100003 U+100029 U+100029 U+100029,􀀃􀀩,U+100003 U+100029,􀀃,U+100003,1664
224,􀀃􀀩􀀩􀀻,U+100003 U+100029 U+100029 U+10003B,􀀃􀀩􀀻,U+100003 U+100029 U+10003B,􀀃,U+100003,1682
225,􀀃􀀩􀀩􀀾,U+100003 U+100029 U+100029 U+10003E,􀀃􀀩􀀾,U+100003 U+100029 U+10003E,􀀃,U+100003,1692
226,􀀃􀀩􀀪􀀢,U+100003 U+100029 U+10002A U+100022,􀀃􀀩􀀪􀀢,U+100003 U+100029 U+10002A U+100022,􀀃,U+100003,1678
227,􀀃􀀩􀀪􀀥,U+100003 U+100029 U+10002A U+100025,􀀃􀀩􀀪􀀥,U+100003 U+100029 U+10002A U+100025,􀀃,U+100003,1708
228,􀀃􀀩􀀪􀀫,U+100003 U+100029 U+10002A U+10002B,􀀃􀀩􀀪􀀫,U+100003 U+100029 U+10002A U+10002B,􀀃,U+100003,1670
229,􀀃􀀩􀀪􀀽,U+100003 U+100029 U+10002A U+10003D,􀀃􀀩􀀪􀀽,U+100003 U+100029 U+10002A U+10003D,􀀃,U+100003,1688
230,􀀃􀀩􀀪􀁀,U+100003 U+100029 U+10002A U+100040,􀀃􀀩􀀪􀁀,U+100003 U+100029 U+10002A U+100040,􀀃,U+100003,1698
231,􀀃􀀪􀀪􀀡,U+100003 U+10002A U+10002A U+100021,􀀃􀀪􀀡,U+100003 U+10002A U+100021,􀀃,U+100003,1680
232,􀀃􀀪􀀪􀀤,U+100003 U+10002A U+10002A U+100024,􀀃􀀪􀀤,U+100003 U+10002A U+100024,􀀃,U+100003,1710
233,􀀃􀀪􀀪􀀪,U+100003 U+10002A U+10002A U+10002A,􀀃􀀪,U+100003 U+10002A,􀀃,U+100003,1672
234,􀀃􀀪􀀪􀀼,U+100003 U+10002A U+10002A U+10003C,􀀃􀀪􀀼,U+100003 U+10002A U+10003C,􀀃,U+100003,1690
235,􀀃􀀪􀀪􀀿,U+100003 U+10002A U+10002A U+10003F,􀀃􀀪􀀿,U+100003 U+10002A U+10003F,􀀃,U+100003,1700
236,􀀃􀀫􀀪􀀠,U+100003 U+10002B U+10002A U+100020,􀀃􀀫􀀪􀀠,U+100003 U+10002B U+10002A U+100020,􀀃,U+100003,1674
237,􀀃􀀫􀀪􀀣,U+100003 U+10002B U+10002A U+100023,􀀃􀀫􀀪􀀣,U+100003 U+10002B U+10002A U+100023,􀀃,U+100003,1704
238,􀀃􀀫􀀪􀀩,U+100003 U+10002B U+10002A U+100029,􀀃􀀫􀀪􀀩,U+100003 U+10002B U+10002A U+100029,􀀃,U+100003,1666
239,􀀃􀀫􀀪􀀻,U+100003 U+10002B U+10002A U+10003B,􀀃􀀫􀀪􀀻,U+100003 U+10002B U+10002A U+10003B,􀀃,U+100003,1684
240,􀀃􀀫􀀪􀀾,U+100003 U+10002B U+10002A U+10003E,􀀃􀀫􀀪􀀾,U+100003 U+10002B U+10002A U+10003E,􀀃,U+100003,1694
241,􀀃􀀫􀀫􀀢,U+100003 U+10002B U+10002B U+100022,􀀃􀀫􀀢,U+100003 U+10002B U+100022,􀀃,U+100003,1676
242,􀀃􀀫􀀫􀀥,U+100003 U+10002B U+10002B U+100025,􀀃􀀫􀀥,U+100003 U+10002B U+100025,􀀃,U+100003,1706
243,􀀃􀀫􀀫􀀫,U+100003 U+10002B U+10002B U+10002B,􀀃􀀫,U+100003 U+10002B,􀀃,U+100003,1668
244,􀀃􀀫􀀫􀀽,U+100003 U+10002B U+10002B U+10003D,􀀃􀀫􀀽,U+100003 U+10002B U+10003D,􀀃,U+100003,1686
245,􀀃􀀫􀀫􀁀,U+100003 U+10002B U+10002B U+100040,􀀃􀀫􀁀,U+100003 U+10002B U+100040,􀀃,U+100003,1696
246,􀀃􀀬􀀬􀀣,U+100003 U+10002C U+10002C U+100023,􀀃􀀬􀀣,U+100003 U+10002C U+100023,􀀃,U+100003,1806
247,􀀃􀀬􀀬􀀬,U+100003 U+10002C U+10002C U+10002C,􀀃􀀬,U+100003 U+10002C,􀀃,U+100003,1712
248,􀀃􀀬􀀬􀀾,U+100003 U+10002C U+10002C U+10003E,􀀃􀀬􀀾,U+100003 U+10002C U+10003E,􀀃,U+100003,1734
249,􀀃􀀬􀀭􀀥,U+100003 U+10002C U+10002D U+100025,􀀃􀀬􀀭􀀥,U+100003 U+10002C U+10002D U+100025,􀀃,U+100003,1812
250,􀀃􀀬􀀭􀀮,U+100003 U+10002C U+10002D U+10002E,􀀃􀀬􀀭􀀮,U+100003 U+10002C U+10002D U+10002E,􀀃,U+100003,1714
251,􀀃􀀬􀀭􀁀,U+100003 U+10002C U+10002D U+100040,􀀃􀀬􀀭􀁀,U+100003 U+10002C U+10002D U+100040,􀀃,U+100003,1740
252,􀀃􀀭􀀭􀀭,U+100003 U+10002D U+10002D U+10002D,􀀃􀀭,U+100003 U+10002D,􀀃,U+100003,1716
253,􀀃􀀭􀀭􀀿,U+100003 U+10002D U+10002D U+10003F,􀀃􀀭􀀿,U+100003 U+10002D U+10003F,􀀃,U+100003,1742
254,􀀃􀀮􀀭􀀣,U+100003 U+10002E U+10002D U+100023,􀀃􀀮􀀭􀀣,U+100003 U+10002E U+10002D U+100023,􀀃,U+100003,1808
255,􀀃􀀮􀀭􀀬,U+100003 U+10002E U+10002D U+10002C,􀀃􀀮􀀭􀀬,U+100003 U+10002E U+10002D U+10002C,􀀃,U+100003,1798
256,􀀃􀀮􀀭􀀾,U+100003 U+10002E U+10002D U+10003E,􀀃􀀮􀀭􀀾,U+100003 U+10002E U+10002D U+10003E,􀀃,U+100003,1736
257,􀀃􀀮􀀮􀀥,U+100003 U+10002E U+10002E U+100025,􀀃􀀮􀀥,U+100003 U+10002E U+100025,􀀃,U+100003,1810
258,􀀃􀀮􀀮􀀮,U+100003 U+10002E U+10002E U+10002E,􀀃􀀮,U+100003 U+10002E,􀀃,U+100003,1800
259,􀀃􀀮􀀮􀁀,U+100003 U+10002E U+10002E U+100040,􀀃􀀮􀁀,U+100003 U+10002E U+100040,􀀃,U+100003,1738
260,􀀃􀀯􀀯􀀻,U+100003 U+10002F U+10002F U+10003B,􀀃􀀯􀀻,U+100003 U+10002F U+10003B,􀀃,U+100003,1726
261,􀀃􀀯􀀰􀀢,U+100003 U+10002F U+100030 U+100022,􀀃􀀯􀀰􀀢,U+100003 U+10002F U+100030 U+100022,􀀃,U+100003,1722
262,􀀃􀀯􀀰􀀽,U+100003 U+10002F U+100030 U+10003D,􀀃􀀯􀀰􀀽,U+100003 U+10002F U+100030 U+10003D,􀀃,U+100003,1730
263,􀀃􀀰􀀰􀀡,U+100003 U+100030 U+100030 U+100021,􀀃􀀰􀀡,U+100003 U+100030 U+100021,􀀃,U+100003,1724
264,􀀃􀀰􀀰􀀼,U+100003 U+100030 U+100030 U+10003C,􀀃􀀰􀀼,U+100003 U+100030 U+10003C,􀀃,U+100003,1732
265,􀀃􀀱􀀰􀀠,U+100003 U+100031 U+100030 U+100020,􀀃􀀱􀀰􀀠,U+100003 U+100031 U+100030 U+100020,􀀃,U+100003,1718
266,􀀃􀀱􀀰􀀻,U+100003 U+100031 U+100030 U+10003B,􀀃􀀱􀀰􀀻,U+100003 U+100031 U+100030 U+10003B,􀀃,U+100003,1728
267,􀀃􀀱􀀱􀀢,U+100003 U+100031 U+100031 U+100022,􀀃􀀱􀀢,U+100003 U+100031 U+100022,􀀃,U+100003,1720
268,􀀄􀀠􀀠􀀠,U+100004 U+100020 U+100020 U+100020,􀀄􀀠,U+100004 U+100020,􀀄,U+100004,552
269,􀀄􀀠􀀡􀀢,U+100004 U+100020 U+100021 U+100022,􀀄􀀠􀀡􀀢,U+100004 U+100020 U+100021 U+100022,􀀄,U+100004,558
270,􀀄􀀠􀀩􀀣,U+100004 U+100020 U+100029 U+100023,􀀄􀀠􀀩􀀣,U+100004 U+100020 U+100029 U+100023,􀀄,U+100004,574
271,􀀄􀀠􀀩􀀻,U+100004 U+100020 U+100029 U+10003B,􀀄􀀠􀀩􀀻,U+100004 U+100020 U+100029 U+10003B,􀀄,U+100004,564
272,􀀄􀀠􀀪􀀥,U+100004 U+100020 U+10002A U+100025,􀀄􀀠􀀪􀀥,U+100004 U+100020 U+10002A U+100025,􀀄,U+100004,580
273,􀀄􀀠􀀪􀀽,U+100004 U+100020 U+10002A U+10003D,􀀄􀀠􀀪􀀽,U+100004 U+100020 U+10002A U+10003D,􀀄,U+100004,570
274,􀀄􀀠􀀬􀀣,U+100004 U+100020 U+10002C U+100023,􀀄􀀠􀀬􀀣,U+100004 U+100020 U+10002C U+100023,􀀄,U+100004,604
275,􀀄􀀠􀀬􀀾,U+100004 U+100020 U+10002C U+10003E,􀀄􀀠􀀬􀀾,U+100004 U+100020 U+10002C U+10003E,􀀄,U+100004,596
276,􀀄􀀠􀀭􀁀,U+100004 U+100020 U+10002D U+100040,􀀄􀀠􀀭􀁀,U+100004 U+100020 U+10002D U+100040,􀀄,U+100004,600
277,􀀄􀀠􀀯􀀯,U+100004 U+100020 U+10002F U+10002F,􀀄􀀠􀀯,U+100004 U+100020 U+10002F,􀀄,U+100004,584
278,􀀄􀀠􀀰􀀱,U+100004 U+100020 U+100030 U+100031,􀀄􀀠􀀰􀀱,U+100004 U+100020 U+100030 U+100031,􀀄,U+100004,590
279,􀀄􀀠􀀰􀀽,U+100004 U+100020 U+100030 U+10003D,􀀄􀀠􀀰􀀽,U+100004 U+100020 U+100030 U+10003D,􀀄,U+100004,594
280,􀀄􀀡􀀡􀀡,U+100004 U+100021 U+100021 U+100021,􀀄􀀡,U+100004 U+100021,􀀄,U+100004,560
281,􀀄􀀡􀀪􀀤,U+100004 U+100021 U+10002A U+100024,􀀄􀀡􀀪􀀤,U+100004 U+100021 U+10002A U+100024,􀀄,U+100004,582
282,􀀄􀀡􀀪􀀼,U+100004 U+100021 U+10002A U+10003C,􀀄􀀡􀀪􀀼,U+100004 U+100021 U+10002A U+10003C,􀀄,U+100004,572
283,􀀄􀀡􀀭􀀿,U+100004 U+100021 U+10002D U+10003F,􀀄􀀡􀀭􀀿,U+100004 U+100021 U+10002D U+10003F,􀀄,U+100004,602
284,􀀄􀀡􀀰􀀰,U+100004 U+100021 U+100030 U+100030,􀀄􀀡􀀰,U+100004 U+100021 U+100030,􀀄,U+100004,592
285,􀀄􀀢􀀡􀀠,U+100004 U+100022 U+100021 U+100020,􀀄􀀢􀀡􀀠,U+100004 U+100022 U+100021 U+100020,􀀄,U+100004,554
286,􀀄􀀢􀀢􀀢,U+100004 U+100022 U+100022 U+100022,􀀄􀀢,U+100004 U+100022,􀀄,U+100004,556
287,􀀄􀀢􀀪􀀣,U+100004 U+100022 U+10002A U+100023,􀀄􀀢􀀪􀀣,U+100004 U+100022 U+10002A U+100023,􀀄,U+100004,576
288,􀀄􀀢􀀪􀀻,U+100004 U+100022 U+10002A U+10003B,􀀄􀀢􀀪􀀻,U+100004 U+100022 U+10002A U+10003B,􀀄,U+100004,566
289,􀀄􀀢􀀫􀀥,U+100004 U+100022 U+10002B U+100025,􀀄􀀢􀀫􀀥,U+100004 U+100022 U+10002B U+100025,􀀄,U+100004,578
290,􀀄􀀢􀀫􀀫,U+100004 U+100022 U+10002B U+10002B,􀀄􀀢􀀫,U+100004 U+100022 U+10002B,􀀄,U+100004,562
291,􀀄􀀢􀀫􀀽,U+100004 U+100022 U+10002B U+10003D,􀀄􀀢􀀫􀀽,U+100004 U+100022 U+10002B U+10003D,􀀄,U+100004,568
292,􀀄􀀢􀀮􀁀,U+100004 U+100022 U+10002E U+100040,􀀄􀀢􀀮􀁀,U+100004 U+100022 U+10002E U+100040,􀀄,U+100004,598
293,􀀄􀀢􀀰􀀯,U+100004 U+100022 U+100030 U+10002F,􀀄􀀢􀀰􀀯,U+100004 U+100022 U+100030 U+10002F,􀀄,U+100004,586
294,􀀄􀀢􀀱􀀱,U+100004 U+100022 U+100031 U+100031,􀀄􀀢􀀱,U+100004 U+100022 U+100031,􀀄,U+100004,588
295,􀀄􀀣􀀣􀀣,U+100004 U+100023 U+100023 U+100023,􀀄􀀣,U+100004 U+100023,􀀄,U+100004,622
296,􀀄􀀣􀀤􀀥,U+100004 U+100023 U+100024 U+100025,􀀄􀀣􀀤􀀥,U+100004 U+100023 U+100024 U+100025,􀀄,U+100004,628
297,􀀄􀀣􀀩􀀻,U+100004 U+100023 U+100029 U+10003B,􀀄􀀣􀀩􀀻,U+100004 U+100023 U+100029 U+10003B,􀀄,U+100004,632
298,􀀄􀀣􀀪􀀽,U+100004 U+100023 U+10002A U+10003D,􀀄􀀣􀀪􀀽,U+100004 U+100023 U+10002A U+10003D,􀀄,U+100004,636
299,􀀄􀀣􀀬􀀬,U+100004 U+100023 U+10002C U+10002C,􀀄􀀣􀀬,U+100004 U+100023 U+10002C,􀀄,U+100004,654
300,􀀄􀀣􀀬􀀾,U+100004 U+100023 U+10002C U+10003E,􀀄􀀣􀀬􀀾,U+100004 U+100023 U+10002C U+10003E,􀀄,U+100004,606
301,􀀄􀀣􀀭􀀮,U+100004 U+100023 U+10002D U+10002E,􀀄􀀣􀀭􀀮,U+100004 U+100023 U+10002D U+10002E,􀀄,U+100004,660
302,􀀄􀀣􀀭􀁀,U+100004 U+100023 U+10002D U+100040,􀀄􀀣􀀭􀁀,U+100004 U+100023 U+10002D U+100040,􀀄,U+100004,610
303,􀀄􀀣􀀯􀀠,U+100004 U+100023 U+10002F U+100020,􀀄􀀣􀀯􀀠,U+100004 U+100023 U+10002F U+100020,􀀄,U+100004,638
304,􀀄􀀣􀀯􀀻,U+100004 U+100023 U+10002F U+10003B,􀀄􀀣􀀯􀀻,U+100004 U+100023 U+10002F U+10003B,􀀄,U+100004,646
305,􀀄􀀣􀀰􀀢,U+100004 U+100023 U+100030 U+100022,􀀄􀀣􀀰􀀢,U+100004 U+100023 U+100030 U+100022,􀀄,U+100004,642
306,􀀄􀀣􀀰􀀽,U+100004 U+100023 U+100030 U+10003D,􀀄􀀣􀀰􀀽,U+100004 U+100023 U+100030 U+10003D,􀀄,U+100004,650
307,􀀄􀀤􀀤􀀤,U+100004 U+100024 U+100024 U+100024,􀀄􀀤,U+100004 U+100024,􀀄,U+100004,630
308,􀀄􀀤􀀭􀀭,U+100004 U+100024 U+10002D U+10002D,􀀄􀀤􀀭,U+100004 U+100024 U+10002D,􀀄,U+100004,662
309,􀀄􀀤􀀭􀀿,U+100004 U+100024 U+10002D U+10003F,􀀄􀀤􀀭􀀿,U+100004 U+100024 U+10002D U+10003F,􀀄,U+100004,612
310,􀀄􀀤􀀰􀀡,U+100004 U+100024 U+100030 U+100021,􀀄􀀤􀀰􀀡,U+100004 U+100024 U+100030 U+100021,􀀄,U+100004,644
311,􀀄􀀤􀀰􀀼,U+100004 U+100024 U+100030 U+10003C,􀀄􀀤􀀰􀀼,U+100004 U+100024 U+100030 U+10003C,􀀄,U+100004,652
312,􀀄􀀥􀀤􀀣,U+100004 U+100025 U+100024 U+100023,􀀄􀀥􀀤􀀣,U+100004 U+100025 U+100024 U+100023,􀀄,U+100004,624
313,􀀄􀀥􀀥􀀥,U+100004 U+100025 U+100025 U+100025,􀀄􀀥,U+100004 U+100025,􀀄,U+100004,626
314,􀀄􀀥􀀫􀀽,U+100004 U+100025 U+10002B U+10003D,􀀄􀀥􀀫􀀽,U+100004 U+100025 U+10002B U+10003D,􀀄,U+100004,634
315,􀀄􀀥􀀭􀀬,U+100004 U+100025 U+10002D U+10002C,􀀄􀀥􀀭􀀬,U+100004 U+100025 U+10002D U+10002C,􀀄,U+100004,656
316,􀀄􀀥􀀮􀀮,U+100004 U+100025 U+10002E U+10002E,􀀄􀀥􀀮,U+100004 U+100025 U+10002E,􀀄,U+100004,658
317,􀀄􀀥􀀮􀁀,U+100004 U+100025 U+10002E U+100040,􀀄􀀥􀀮􀁀,U+100004 U+100025 U+10002E U+100040,􀀄,U+100004,608
318,􀀄􀀥􀀱􀀢,U+100004 U+100025 U+100031 U+100022,􀀄􀀥􀀱􀀢,U+100004 U+100025 U+100031 U+100022,􀀄,U+100004,640
319,􀀄􀀥􀀱􀀽,U+100004 U+100025 U+100031 U+10003D,􀀄􀀥􀀱􀀽,U+100004 U+100025 U+100031 U+10003D,􀀄,U+100004,648
320,􀀄􀀩􀀩􀀠,U+100004 U+100029 U+100029 U+100020,􀀄􀀩􀀠,U+100004 U+100029 U+100020,􀀄,U+100004,498
321,􀀄􀀩􀀩􀀣,U+100004 U+100029 U+100029 U+100023,􀀄􀀩􀀣,U+100004 U+100029 U+100023,􀀄,U+100004,522
322,􀀄􀀩􀀩􀀩,U+100004 U+100029 U+100029 U+100029,􀀄􀀩,U+100004 U+100029,􀀄,U+100004,488
323,􀀄􀀩􀀩􀀻,U+100004 U+100029 U+100029 U+10003B,􀀄􀀩􀀻,U+100004 U+100029 U+10003B,􀀄,U+100004,506
324,􀀄􀀩􀀩􀀾,U+100004 U+100029 U+100029 U+10003E,􀀄􀀩􀀾,U+100004 U+100029 U+10003E,􀀄,U+100004,514
325,􀀄􀀩􀀪􀀢,U+100004 U+100029 U+10002A U+100022,􀀄􀀩􀀪􀀢,U+100004 U+100029 U+10002A U+100022,􀀄,U+100004,502
326,􀀄􀀩􀀪􀀥,U+100004 U+100029 U+10002A U+100025,􀀄􀀩􀀪􀀥,U+100004 U+100029 U+10002A U+100025,􀀄,U+100004,528
327,􀀄􀀩􀀪􀀫,U+100004 U+100029 U+10002A U+10002B,􀀄􀀩􀀪􀀫,U+100004 U+100029 U+10002A U+10002B,􀀄,U+100004,494
328,􀀄􀀩􀀪􀀽,U+100004 U+100029 U+10002A U+10003D,􀀄􀀩􀀪􀀽,U+100004 U+100029 U+10002A U+10003D,􀀄,U+100004,510
329,􀀄􀀩􀀪􀁀,U+100004 U+100029 U+10002A U+100040,􀀄􀀩􀀪􀁀,U+100004 U+100029 U+10002A U+100040,􀀄,U+100004,518
330,􀀄􀀪􀀪􀀡,U+100004 U+10002A U+10002A U+100021,􀀄􀀪􀀡,U+100004 U+10002A U+100021,􀀄,U+100004,504
